"job_role","required_skills","project_name","project_description","project_github_link","certification_name","certification_provider","certification_link"
"MERN Stack Developer","MongoDB, Express.js, React.js, Node.js, JavaScript, RESTful APIs, HTML/CSS, Git, Authentication, State Management, Deployment, JavaScript, HTML, CSS, React.js, Express.js, Node.js, Redux, React Router, Mongoose","Social Media Dashboard","Create a social media platform allowing users to create profiles, post updates (text/images), follow other users, and like/comment on posts. Implement real-time notifications using WebSockets and integrate search functionality.","https://github.com/aman-saini-dev/MERN-Social-Media-App","AWS Certified Developer - Associate","Amazon Web Services (AWS)","https://aws.amazon.com/certification/certified-developer-associate/"
"MERN Stack Developer","MongoDB, Express.js, React.js, Node.js, JavaScript, RESTful APIs, HTML/CSS, Git, Authentication, State Management, Deployment, JavaScript, HTML, CSS, React.js, Express.js, Node.js, Redux, React Router, Mongoose","Real-time Chat Application","Build a real-time chat application with user authentication, private messaging, and group chat functionalities. Leverage Socket.IO for real-time communication, React for the UI, and Node.js/Express.js with MongoDB for message storage.","https://github.com/bradtraversy/chatcord","Front End Development Libraries Certification","freeCodeCamp","https://www.freecodecamp.org/learn/front-end-development-libraries/"
"MERN Stack Developer","MongoDB, Express.js, React.js, Node.js, JavaScript, RESTful APIs, HTML/CSS, Git, Authentication, State Management, Deployment, JavaScript, HTML, CSS, React.js, Express.js, Node.js, Redux, React Router, Mongoose","MERN Task Management System","Implement a comprehensive task management system where users can create, update, delete, and categorize tasks. Features include user roles (admin/standard), due dates, priority levels, and a dashboard view. Uses React, Redux, Node/Express, and MongoDB.","https://github.com/safak/mern-blog","Full-Stack Web Development with React Specialization","Coursera (The Hong Kong University of Science and Technology)","https://www.coursera.org/specializations/full-stack-react"
"MERN Stack Developer","MongoDB, Express.js, React.js, Node.js, JavaScript, RESTful APIs, HTML/CSS, Git, Authentication, State Management, Deployment, JavaScript, HTML, CSS, React.js, Express.js, Node.js, Redux, React Router, Mongoose","Blog/CMS Platform with Rich Text Editor","Develop a content management system (CMS) for blogging, enabling users to create, edit, and publish articles with a rich text editor. Include features like categories, tags, image uploads, and comment sections. Built with MERN stack.","https://github.com/hoanganh259x/MERN-Blog","The Complete Node.js Developer Course (with GraphQL, MERN, MVC)","Udemy (Andrew Mead)","https://www.udemy.com/course/the-complete-nodejs-developer-course-2/"
"MERN Stack Developer","MongoDB, Express.js, React.js, Node.js, JavaScript, RESTful APIs, HTML/CSS, Git, Authentication, State Management, Deployment, JavaScript, HTML, CSS, React.js, Express.js, Node.js, Redux, React Router, Mongoose","MERN Recipe Sharing Platform","Create a recipe sharing application where users can upload recipes with ingredients, instructions, and images. Implement search, filtering by categories, user favorites, and ratings. Utilizes MERN stack for full functionality.","https://github.com/aman-saini-dev/MERN-Recipe-App","Microsoft Certified: Azure Developer Associate","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-developer-associate/"
"MEAN Stack Developer","MongoDB, Express.js, Angular, Node.js, JavaScript, TypeScript, RESTful APIs, HTML/CSS, Git, Authentication, Routing, Deployment, JavaScript, TypeScript, HTML, CSS, Angular, Express.js, Node.js, RxJS, Mongoose","MEAN Project Management Dashboard","Develop a project management tool allowing users to create projects, assign tasks, track progress, and collaborate. Features include user roles, real-time updates, and data visualization. Utilizes Angular for frontend and Node.js/Express.js/MongoDB for backend.","https://github.com/MEAN-Stack-Tutorials/project-management-app","MongoDB Certified Developer Associate","MongoDB University","https://university.mongodb.com/certifications/developer/associate"
"MEAN Stack Developer","MongoDB, Express.js, Angular, Node.js, JavaScript, TypeScript, RESTful APIs, HTML/CSS, Git, Authentication, Routing, Deployment, JavaScript, TypeScript, HTML, CSS, Angular, Express.js, Node.js, RxJS, Mongoose","Online Learning Platform (MEAN)","Create an e-learning platform where users can browse courses, enroll, track their progress, and view course content (videos, articles). Implement user authentication, role-based access control, and a rich course creation interface.","https://github.com/manoj-kumar-reddy/MEAN-Online-Learning-Platform","Google Cloud Associate Cloud Engineer","Google Cloud","https://cloud.google.com/certification/cloud-engineer"
"MEAN Stack Developer","MongoDB, Express.js, Angular, Node.js, JavaScript, TypeScript, RESTful APIs, HTML/CSS, Git, Authentication, Routing, Deployment, JavaScript, TypeScript, HTML, CSS, Angular, Express.js, Node.js, RxJS, Mongoose","MEAN Restaurant Menu Ordering System","Build a restaurant system with menu display, order placement, and admin panel for menu management. Includes user authentication for customers and restaurant staff, and real-time order status updates. Frontend in Angular, backend in Node.js/Express.js/MongoDB.","https://github.com/akash-kumar-s/MEAN-Stack-Restaurant","Full Stack Web Development with Angular Specialization","Coursera (The Hong Kong University of Science and Technology)","https://www.coursera.org/specializations/full-stack-angular"
"MEAN Stack Developer","MongoDB, Express.js, Angular, Node.js, JavaScript, TypeScript, RESTful APIs, HTML/CSS, Git, Authentication, Routing, Deployment, JavaScript, TypeScript, HTML, CSS, Angular, Express.js, Node.js, RxJS, Mongoose","MEAN Real-time Stock Tracker","Develop a real-time stock price tracking application that allows users to monitor favorite stocks, view historical data, and receive alerts. Use WebSockets for real-time updates and an external stock API. Built with Angular, Node.js, Express.js, and MongoDB.","https://github.com/Sanjay-Ganesh/MEAN-Stack-Stock-App","Angular & NodeJS - The MEAN Stack Guide","Udemy (Maximilian Schwarzmüller)","https://www.udemy.com/course/angular-2-and-nodejs-the-practical-guide/"
"MEAN Stack Developer","MongoDB, Express.js, Angular, Node.js, JavaScript, TypeScript, RESTful APIs, HTML/CSS, Git, Authentication, Routing, Deployment, JavaScript, TypeScript, HTML, CSS, Angular, Express.js, Node.js, RxJS, Mongoose","Forum/Community Platform (MEAN)","Implement a discussion forum where users can create topics, post replies, upvote/downvote content, and manage their profiles. Includes search functionality, moderation tools, and user authentication. Built using the MEAN stack.","https://github.com/rishabhnarula30/MEAN-Stack-Forum","Microsoft Certified: Azure Developer Associate","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-developer-associate/"
"MEAN Stack Developer","MongoDB, Express.js, Angular, Node.js, JavaScript, TypeScript, RESTful APIs, HTML/CSS, Git, Authentication, Routing, Deployment, JavaScript, TypeScript, HTML, CSS, Angular, Express.js, Node.js, RxJS, Mongoose","MEAN E-commerce Website","Develop a functional e-commerce website with product catalog, user registration, shopping cart, checkout process, and order history. Focus on robust API design, secure authentication, and a scalable database structure.","https://github.com/academind/angular-mean-course","CompTIA A+ (Core 1 & Core 2)","CompTIA","https://www.comptia.org/certifications/a"
"Full Stack Java Developer","Java, Spring Boot, Spring MVC, Hibernate, JPA, SQL, RESTful APIs, Frontend Framework (e.g., React/Angular), HTML/CSS/JavaScript, Git, Microservices, Cloud Deployment, Java, JavaScript, HTML, CSS, SQL, Spring Boot, Spring MVC, Spring Security, Hibernate, JPA, Apache Maven/Gradle, React.js/Angular/Vue.js","Spring Boot E-commerce Platform with React","Develop a comprehensive e-commerce application using Spring Boot for the backend (REST APIs, security, database interaction) and React.js for the dynamic frontend. Features include product catalog, user management, shopping cart, and order processing.","https://github.com/Java-Stack-Learning/e-commerce-spring-boot-react","Oracle Certified Professional, Java SE 11 Programmer","Oracle","https://education.oracle.com/oracle-certified-professional-java-se-11-developer/pCert_441"
"Full Stack Java Developer","Java, Spring Boot, Spring MVC, Hibernate, JPA, SQL, RESTful APIs, Frontend Framework (e.g., React/Angular), HTML/CSS/JavaScript, Git, Microservices, Cloud Deployment, Java, JavaScript, HTML, CSS, SQL, Spring Boot, Spring MVC, Spring Security, Hibernate, JPA, Apache Maven/Gradle, React.js/Angular/Vue.js","Online Banking System (Spring Boot + Angular)","Implement a secure online banking system allowing users to manage accounts, transfer funds, view transactions, and perform other banking operations. Backend built with Spring Boot, Spring Security, and JPA, frontend with Angular.","https://github.com/Java-Stack-Learning/online-banking-spring-angular","VMware Tanzu Spring Professional","VMware Tanzu (formerly Pivotal)","https://tanzu.vmware.com/developer/certification/spring-professional-v5-3"
"Full Stack Java Developer","Java, Spring Boot, Spring MVC, Hibernate, JPA, SQL, RESTful APIs, Frontend Framework (e.g., React/Angular), HTML/CSS/JavaScript, Git, Microservices, Cloud Deployment, Java, JavaScript, HTML, CSS, SQL, Spring Boot, Spring MVC, Spring Security, Hibernate, JPA, Apache Maven/Gradle, React.js/Angular/Vue.js","Microservices-based Social Media Backend","Design and implement a social media backend using Spring Boot for microservices architecture. Include services for user profiles, posts, comments, and notifications, communicating via REST or message queues. Focus on scalability and resilience.","https://github.com/Java-Stack-Learning/microservices-social-media","AWS Certified Developer - Associate","Amazon Web Services (AWS)","https://aws.amazon.com/certification/certified-developer-associate/"
"Full Stack Java Developer","Java, Spring Boot, Spring MVC, Hibernate, JPA, SQL, RESTful APIs, Frontend Framework (e.g., React/Angular), HTML/CSS/JavaScript, Git, Microservices, Cloud Deployment, Java, JavaScript, HTML, CSS, SQL, Spring Boot, Spring MVC, Spring Security, Hibernate, JPA, Apache Maven/Gradle, React.js/Angular/Vue.js","Spring Boot Content Management System (CMS)","Build a CMS where authenticated users can create, edit, and publish articles or blog posts. Features user authentication, role-based access control, categories, tags, and file uploads. Frontend can be built with Thymeleaf or a JavaScript framework.","https://github.com/Java-Stack-Learning/spring-boot-cms","Microsoft Certified: Azure Developer Associate","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-developer-associate/"
